STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT22,WT22_ATTRIBUTES
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/4/2014,6.04,",,W",0,",,W,2400",0,",,W",,,50,"H,,S",57,",,W",45,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/5/2014,9.17,",,W",0,",,W,2400",0,",,W",,,58,"H,,S",66,",,W",47,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/6/2014,5.14,",,W",0.59,",,W,2400",0,",,W",,,50,"H,,S",51,",,W",46,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/7/2014,14.32,",,W",0,"T,,W,2400",0,",,W",,,47,"H,,S",49,",,W",39,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/8/2014,10.29,",,W",0,",,W,2400",0,",,W",,,41,"H,,S",48,",,W",35,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/9/2014,7.83,",,W",0,",,W,2400",0,",,W",,,47,"H,,S",56,",,W",40,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/10/2014,5.14,",,W",0,",,W,2400",0,",,W",,,48,"H,,S",58,",,W",37,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/11/2014,5.37,",,W",0,",,W,2400",0,",,W",,,50,"H,,S",63,",,W",42,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/12/2014,4.92,",,W",0,",,W,2400",0,",,W",,,53,"H,,S",60,",,W",46,",,W",1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/13/2014,7.61,",,W",0.06,",,W,2400",0,",,W",,,45,"H,,S",50,",,W",38,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/14/2014,11.18,",,W",0.23,",,W,2400",0,"T,,W",,,40,"H,,S",44,",,W",33,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/15/2014,9.4,",,W",0,",,W,2400",0,",,W",,,35,"H,,S",40,",,W",30,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/16/2014,8.05,",,W",0,"T,,W,2400",0,",,W",,,36,"H,,S",42,",,W",29,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/17/2014,5.82,",,W",1.64,",,W,2400",0,",,W",,,42,"H,,S",48,",,W",37,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/18/2014,15.66,",,W",0,",,W,2400",0,",,W",,,39,"H,,S",44,",,W",27,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/19/2014,14.09,",,W",0,",,W,2400",0,",,W",,,29,"H,,S",37,",,W",24,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/20/2014,13.87,",,W",0,",,W,2400",0,",,W",,,37,"H,,S",48,",,W",31,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/21/2014,15.21,",,W",0,",,W,2400",0,",,W",,,32,"H,,S",36,",,W",27,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/22/2014,16.11,",,W",0,",,W,2400",0,",,W",,,32,"H,,S",44,",,W",24,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/23/2014,9.4,",,W",0,"T,,W,2400",0,",,W",,,47,"H,,S",59,",,W",42,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/24/2014,14.54,",,W",0.28,",,W,2400",0,",,W",,,53,"H,,S",65,",,W",42,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/25/2014,11.63,",,W",0,",,W,2400",0,",,W",,,59,"H,,S",62,",,W",48,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/26/2014,14.76,",,W",1.44,",,W,2400",0,"T,,W",,,45,"H,,S",50,",,W",33,",,W",1,",,W",,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/27/2014,10.29,",,W",0.02,",,W,2400",0.3,",,W",,,36,"H,,S",38,",,W",31,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/28/2014,10.74,",,W",0.11,",,W,2400",2.3,",,W",,,31,"H,,S",35,",,W",27,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/29/2014,7.16,",,W",0,",,W,2400",0,",,W",,,29,"H,,S",34,",,W",23,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/30/2014,12.3,",,W",0,",,W,2400",0,",,W",,,42,"H,,S",57,",,W",32,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/1/2014,13.42,",,W",0.01,",,W,2400",0,",,W",,,54,"H,,S",64,",,W",39,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/2/2014,14.99,",,W",0.1,",,W,2400",0,"T,,W",,,38,"H,,S",42,",,W",33,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/3/2014,12.3,",,W",0.44,",,W,2400",0,",,W",,,44,"H,,S",51,",,W",37,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/4/2014,11.63,",,W",0,",,W,2400",0,",,W",,,40,"H,,S",43,",,W",30,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/5/2014,10.51,",,W",0.11,",,W,2400",0,",,W",,,33,"H,,S",42,",,W",26,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/6/2014,8.05,",,W",1.09,",,W,2400",0,",,W",,,41,"H,,S",45,",,W",38,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/7/2014,14.99,",,W",0.13,",,W,2400",0,",,W",,,36,"H,,S",38,",,W",21,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/8/2014,13.2,",,W",0.03,",,W,2400",0.3,",,W",,,22,"H,,S",29,",,W",18,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/9/2014,19.69,",,W",2.9,",,W,2400",0,"T,,W",,,38,"H,,S",49,",,W",29,",,W",1,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/10/2014,12.75,",,W",0.28,",,W,2400",0,",,W",,,43,"H,,S",48,",,W",38,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/11/2014,12.97,",,W",0.02,",,W,2400",0,"T,,W",,,36,"H,,S",39,",,W",32,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/12/2014,10.74,",,W",0,"T,,W,2400",0,"T,,W",,,34,"H,,S",39,",,W",31,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/13/2014,11.63,",,W",0,"T,,W,2400",0,"T,,W",,,35,"H,,S",42,",,W",32,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/14/2014,9.84,",,W",0,",,W,2400",0,",,W",,,37,"H,,S",45,",,W",33,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/15/2014,5.59,",,W",0,",,W,2400",0,",,W",,,36,"H,,S",42,",,W",32,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/16/2014,4.25,",,W",0,"T,,W,2400",0,",,W",,,38,"H,,S",44,",,W",35,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/17/2014,11.41,",,W",0.43,",,W,2400",0,",,W",,,45,"H,,S",49,",,W",41,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/18/2014,13.65,",,W",0.01,",,W,2400",0,",,W",,,41,"H,,S",44,",,W",36,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/19/2014,10.96,",,W",0,",,W,2400",0,",,W",,,36,"H,,S",37,",,W",29,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/20/2014,9.62,",,W",0,"T,,W,2400",0,"T,,W",,,30,"H,,S",36,",,W",27,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/21/2014,9.17,",,W",0,"T,,W,2400",0,"T,,W",,,33,"H,,S",36,",,W",30,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/22/2014,7.61,",,W",0.05,",,W,2400",0,",,W",,,37,"H,,S",44,",,W",33,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/23/2014,12.75,",,W",0.25,",,W,2400",0,",,W",,,44,"H,,S",47,",,W",42,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/24/2014,6.49,",,W",0.56,",,W,2400",0,",,W",,,44,"H,,S",46,",,W",41,",,W",1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/25/2014,14.09,",,W",0.14,",,W,2400",0,",,W",,,50,"H,,S",59,",,W",44,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/26/2014,10.51,",,W",0,",,W,2400",0,",,W",,,44,"H,,S",50,",,W",37,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/27/2014,9.17,",,W",0,",,W,2400",0,",,W",,,44,"H,,S",52,",,W",38,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/28/2014,13.42,",,W",0.01,",,W,2400",0,",,W",,,46,"H,,S",52,",,W",40,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/29/2014,8.72,",,W",0,",,W,2400",0,",,W",,,39,"H,,S",41,",,W",30,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/30/2014,9.84,",,W",0,",,W,2400",0,",,W",,,28,"H,,S",30,",,W",22,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,12/31/2014,9.4,",,W",0,",,W,2400",0,",,W",,,24,"H,,S",30,",,W",20,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/1/2015,14.32,",,W",0,",,W,2400",0,",,W",,,26,"H,,S",33,",,W",22,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/2/2015,12.75,",,W",0,",,W,2400",0,",,W",,,34,"H,,S",41,",,W",31,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/3/2015,10.29,",,W",0.62,",,W,2400",1.4,",,W",,,28,"H,,S",37,",,W",22,",,W",1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/4/2015,8.28,",,W",0.57,",,W,2400",0,",,W",,,38,"H,,S",52,",,W",35,",,W",1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/5/2015,22.15,",,W",0,",,W,2400",0,",,W",,,40,"H,,S",50,",,W",17,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/6/2015,8.72,",,W",0.02,",,W,2400",0.2,",,W",,,17,"H,,S",18,",,W",15,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/7/2015,15.66,",,W",0,"T,,W,2400",0,"T,,W",,,19,"H,,S",26,",,W",4,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/8/2015,14.32,",,W",0,",,W,2400",0,",,W",,,8,"H,,S",19,",,W",-1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/9/2015,14.32,",,W",0.01,",,W,2400",0.2,",,W",,,23,"H,,S",30,",,W",19,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/10/2015,11.63,",,W",0,",,W,2400",0,",,W",,,22,"H,,S",24,",,W",17,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/11/2015,9.62,",,W",0,",,W,2400",0,",,W",,,21,"H,,S",33,",,W",15,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/12/2015,9.4,",,W",0.2,",,W,2400",0,"T,,W",,,35,"H,,S",38,",,W",33,",,W",1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/13/2015,10.51,",,W",0,",,W,2400",0,",,W",,,27,"H,,S",35,",,W",15,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/14/2015,8.72,",,W",0,"T,,W,2400",0,"T,,W",,,18,"H,,S",25,",,W",14,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/15/2015,9.62,",,W",0.12,",,W,2400",0.8,",,W",,,26,"H,,S",31,",,W",25,",,W",1,",,W",,,,,,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/16/2015,15.66,",,W",0,",,W,2400",0,",,W",,,28,"H,,S",38,",,W",15,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/17/2015,10.96,",,W",0,",,W,2400",0,",,W",,,16,"H,,S",22,",,W",9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/18/2015,9.84,",,W",0.15,",,W,2400",0,",,W",,,32,"H,,S",51,",,W",20,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/19/2015,15.21,",,W",0,",,W,2400",0,",,W",,,42,"H,,S",46,",,W",32,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/20/2015,13.42,",,W",0,",,W,2400",0,",,W",,,33,"H,,S",39,",,W",27,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/21/2015,6.71,",,W",0,",,W,2400",0,",,W",,,27,"H,,S",34,",,W",22,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/22/2015,6.93,",,W",0,"T,,W,2400",0,"T,,W",,,32,"H,,S",37,",,W",29,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/23/2015,10.29,",,W",0,",,W,2400",0,",,W",,,31,"H,,S",37,",,W",24,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/24/2015,10.29,",,W",0.71,",,W,2400",5.1,",,W",,,32,"H,,S",34,",,W",31,",,W",1,",,W",1,",,W",,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/25/2015,14.32,",,W",0,",,W,2400",0,",,W",,,33,"H,,S",38,",,W",19,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/26/2015,16.33,",,W",0.1,",,W,2400",2.3,",,W",,,20,"H,,S",29,",,W",11,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/27/2015,22.15,",,W",0.95,",,W,2400",22.1,",,W",,,18,"H,,S",19,",,W",14,",,W",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/28/2015,12.75,",,W",0.01,",,W,2400",0.2,",,W",,,17,"H,,S",24,",,W",13,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/29/2015,4.25,",,W",0,"T,,W,2400",0,"T,,W",,,21,"H,,S",32,",,W",10,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/30/2015,11.86,",,W",0.06,",,W,2400",0.7,",,W",,,31,"H,,S",34,",,W",19,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/31/2015,21.92,",,W",0.05,",,W,2400",1.3,",,W",,,18,"H,,S",21,",,W",11,",,W",1,",,W",1,",,W",,,,,,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/1/2015,11.86,",,W",0,",,W,2400",0,",,W",,,19,"H,,S",30,",,W",12,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/2/2015,18.12,",,W",0.78,",,W,2400",16.2,",,W",,,20,"H,,S",31,",,W",10,",,W",1,",,W",1,",,W",,,,,,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/3/2015,12.97,",,W",0,",,W,2400",0,",,W",,,13,"H,,S",22,",,W",6,",,W",,,,,,,,,,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/4/2015,9.4,",,W",0.01,",,W,2400",0,",,W",,,23,"H,,S",38,",,W",14,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/5/2015,14.76,",,W",0.09,",,W,2400",0.8,",,W",,,31,"H,,S",36,",,W",7,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/6/2015,11.41,",,W",0,"T,,W,2400",0,"T,,W",,,12,"H,,S",21,",,W",5,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/7/2015,10.74,",,W",0.07,",,W,2400",0.9,",,W",,,23,"H,,S",29,",,W",16,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/8/2015,13.42,",,W",0.37,",,W,2400",7.4,",,W",,,26,"H,,S",29,",,W",13,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/9/2015,14.99,",,W",0.88,",,W,2400",14.8,",,W",,,17,"H,,S",25,",,W",14,",,W",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/10/2015,11.18,",,W",0.05,",,W,2400",0.7,",,W",,,20,"H,,S",30,",,W",14,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/11/2015,11.63,",,W",0.01,",,W,2400",0.5,",,W",,,22,"H,,S",25,",,W",14,",,W",1,",,W",,,,,,,,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/12/2015,5.37,",,W",0.03,",,W,2400",1,",,W",,,21,"H,,S",30,",,W",16,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/13/2015,15.43,",,W",0,",,W,2400",0,",,W",,,16,"H,,S",22,",,W",7,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/14/2015,9.62,",,W",0.23,",,W,2400",3.2,",,W",,,13,"H,,S",30,",,W",3,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/15/2015,20.8,",,W",0.39,",,W,2400",13,",,W",,,19,"H,,S",20,",,W",-2,",,W",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/16/2015,19.69,",,W",0,",,W,2400",0,",,W",,,6,"H,,S",19,",,W",-3,",,W",,,,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/17/2015,7.83,",,W",0.02,",,W,2400",0.6,",,W",,,15,"H,,S",23,",,W",10,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/18/2015,5.37,",,W",0.01,",,W,2400",0,"T,,W",,,23,"H,,S",29,",,W",17,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/19/2015,14.09,",,W",0.06,",,W,2400",2.4,",,W",,,25,"H,,S",30,",,W",10,",,W",1,",,W",,,,,,,,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/20/2015,18.57,",,W",0,",,W,2400",0,",,W",,,11,"H,,S",20,",,W",5,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/21/2015,11.18,",,W",0.17,",,W,2400",1.1,",,W",,,17,"H,,S",34,",,W",4,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/22/2015,5.14,",,W",0.11,",,W,2400",0.1,",,W",,,33,"H,,S",39,",,W",28,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
